celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_n_judges,week1_total_score,week1_normalized,week1_pct,week2_n_judges,week2_total_score,week2_normalized,week2_pct,week3_n_judges,week3_total_score,week3_normalized,week3_pct,week4_n_judges,week4_total_score,week4_normalized,week4_pct,week5_n_judges,week5_total_score,week5_normalized,week5_pct,week6_n_judges,week6_total_score,week6_normalized,week6_pct,week7_n_judges,week7_total_score,week7_normalized,week7_pct,week8_n_judges,week8_total_score,week8_normalized,week8_pct,week9_n_judges,week9_total_score,week9_normalized,week9_pct,week10_n_judges,week10_total_score,week10_normalized,week10_pct,week11_n_judges,week11_total_score,week11_normalized,week11_pct
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,23.0,0.7666666666666667,76.67,3,19.0,0.6333333333333333,63.33,3,24.0,0.8,80.0,3,20.0,0.6666666666666666,66.67,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,29.0,0.9666666666666667,96.67,3,24.0,0.8,80.0,3,29.0,0.9666666666666667,96.67,3,38.9999,1.2999966666666665,130.0,3,27.0,0.9,90.0,3,27.5,0.9166666666666666,91.67,3,28.0,0.9333333333333333,93.33,3,30.0,1.0,100.0,0,0.0,,
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,29.999899999999997,0.9999966666666665,100.0,3,28.5,0.95,95.0,3,26.5,0.8833333333333333,88.33,3,29.5,0.9833333333333333,98.33,0,0.0,,,0,0.0,,
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,24.0,0.8,80.0,3,25.5,0.85,85.0,3,25.5,0.85,85.0,4,39.5,0.9875,98.75,3,28.25,0.9416666666666667,94.17,3,27.5,0.9166666666666666,91.67,3,33.4998,1.11666,111.67,3,29.2777,0.9759233333333334,97.59,0,0.0,,,0,0.0,,,0,0.0,,
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.5,0.75,75.0,3,26.0,0.8666666666666667,86.67,3,25.5,0.85,85.0,4,35.5,0.8875,88.75,3,29.25,0.975,97.5,3,30.0,1.0,100.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,21.0,0.7,70.0,3,24.0,0.8,80.0,4,30.0,0.75,75.0,3,26.25,0.875,87.5,3,27.5,0.9166666666666666,91.67,3,27.999899999999997,0.9333299999999999,93.33,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,3,21.5,0.7166666666666667,71.67,3,22.0,0.7333333333333333,73.33,3,27.0,0.9,90.0,4,37.5,0.9375,93.75,3,25.75,0.8583333333333333,85.83,3,27.0,0.9,90.0,3,36.0,1.2,120.0,3,28.3333,0.9444433333333334,94.44,3,27.110999999999997,0.9037,90.37,3,29.1109,0.9703633333333334,97.04,0,0.0,,
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,24.5,0.8166666666666667,81.67,3,25.5,0.85,85.0,4,34.5,0.8625,86.25,3,28.25,0.9416666666666667,94.17,3,30.0,1.0,100.0,3,33.0,1.1,110.0,3,29.2777,0.9759233333333334,97.59,3,28.611,0.9537,95.37,0,0.0,,,0,0.0,,
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,3,24.5,0.8166666666666667,81.67,3,22.5,0.75,75.0,3,25.0,0.8333333333333334,83.33,4,36.0,0.9,90.0,3,28.0,0.9333333333333333,93.33,3,26.5,0.8833333333333333,88.33,3,34.4999,1.1499966666666666,115.0,3,29.0554,0.9685133333333333,96.85,3,27.0,0.9,90.0,0,0.0,,,0,0.0,,
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,3,22.0,0.7333333333333333,73.33,3,25.0,0.8333333333333334,83.33,3,26.5,0.8833333333333333,88.33,4,39.5,0.9875,98.75,3,28.25,0.9416666666666667,94.17,3,28.0,0.9333333333333333,93.33,3,37.9998,1.2666600000000001,126.67,3,27.8333,0.9277766666666667,92.78,3,29.5,0.9833333333333333,98.33,3,28.944300000000002,0.9648100000000001,96.48,0,0.0,,
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.5,0.7166666666666667,71.67,3,23.0,0.7666666666666667,76.67,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,20.5,0.6833333333333333,68.33,3,22.5,0.75,75.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.5,0.7166666666666667,71.67,3,22.5,0.75,75.0,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.5,0.65,65.0,3,18.0,0.6,60.0,3,22.5,0.75,75.0,4,32.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,3,21.0,0.7,70.0,3,23.5,0.7833333333333333,78.33,3,27.0,0.9,90.0,4,37.0,0.925,92.5,3,28.25,0.9416666666666667,94.17,3,29.5,0.9833333333333333,98.33,3,38.9999,1.2999966666666665,130.0,3,30.0,1.0,100.0,3,28.7777,0.9592566666666666,95.93,3,29.333099999999998,0.9777699999999999,97.78,0,0.0,,
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,24.0,0.8,80.0,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,25.9998,0.86666,86.67,3,26.0,0.8666666666666667,86.67,3,29.0,0.9666666666666667,96.67,3,25.5,0.85,85.0,3,30.0,1.0,100.0,3,29.0,0.9666666666666667,96.67,3,27.5,0.9166666666666666,91.67,3,30.0,1.0,100.0,0,0.0,,
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,23.0,0.7666666666666667,76.67,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,20.0,0.6666666666666666,66.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,32.0,1.0666666666666667,106.67,3,28.0,0.9333333333333333,93.33,3,29.5,0.9833333333333333,98.33,3,29.0,0.9666666666666667,96.67,0,0.0,,
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,25.9998,0.86666,86.67,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,22.5,0.75,75.0,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,29.5,0.9833333333333333,98.33,3,27.999899999999997,0.9333299999999999,93.33,0,0.0,,
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,12.0,0.4,40.0,3,16.0,0.5333333333333333,53.33,3,16.0,0.5333333333333333,53.33,3,21.0,0.7,70.0,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.0,0.5666666666666667,56.67,3,20.0,0.6666666666666666,66.67,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,21.5,0.7166666666666667,71.67,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,3,21.0,0.7,70.0,3,26.0,0.8666666666666667,86.67,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,29.0,0.9666666666666667,96.67,3,27.5,0.9166666666666666,91.67,3,29.0,0.9666666666666667,96.67,3,30.0,1.0,100.0,0,0.0,,
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,3,20.0,0.6666666666666666,66.67,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,3,16.0,0.5333333333333333,53.33,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,22.0,0.7333333333333333,73.33,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,21.0,0.7,70.0,3,27.0,0.9,90.0,3,31.0,1.0333333333333334,103.33,3,28.5,0.95,95.0,3,27.0,0.9,90.0,0,0.0,,,0,0.0,,,0,0.0,,
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,24.0,0.8,80.0,3,25.0,0.8333333333333334,83.33,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,31.9998,1.06666,106.67,3,27.0,0.9,90.0,3,25.0,0.8333333333333334,83.33,3,28.0,0.9333333333333333,93.33,0,0.0,,,0,0.0,,
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,0.0,0.0,0.0,,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,27.999899999999997,0.9333299999999999,93.33,3,26.5,0.8833333333333333,88.33,3,28.0,0.9333333333333333,93.33,3,27.0,0.9,90.0,4,32.5,0.8125,81.25,0,0.0,,
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,28.0,0.9333333333333333,93.33,3,26.999899999999997,0.8999966666666666,90.0,3,29.5,0.9833333333333333,98.33,3,30.0,1.0,100.0,3,29.0,0.9666666666666667,96.67,4,37.5,0.9375,93.75,3,29.6664,0.98888,98.89
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,3,27.0,0.9,90.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,31.999899999999997,1.0666633333333333,106.67,3,29.5,0.9833333333333333,98.33,3,28.0,0.9333333333333333,93.33,3,25.5,0.85,85.0,4,39.5,0.9875,98.75,3,31.333199999999998,1.04444,104.44
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,17.0,0.5666666666666667,56.67,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,23.9999,0.7999966666666667,80.0,3,25.0,0.8333333333333334,83.33,3,24.0,0.8,80.0,3,21.0,0.7,70.0,4,30.0,0.75,75.0,3,25.499899999999997,0.8499966666666665,85.0
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,22.0,0.7333333333333333,73.33,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,24.0,0.8,80.0,3,28.0,0.9333333333333333,93.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,23.0,0.7666666666666667,76.67,3,20.0,0.6666666666666666,66.67,3,25.0,0.8333333333333334,83.33,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,30.0,1.0,100.0,3,27.0,0.9,90.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,26.9998,0.8999933333333333,90.0,3,28.5,0.95,95.0,3,30.0,1.0,100.0,3,27.0,0.9,90.0,4,35.5,0.8875,88.75,3,27.999899999999997,0.9333299999999999,93.33
