celebrity_name,ballroom_partner,season,placement,results,week,total_score,n_judges,max_score,normalized,pct
David Ross,Lindsay Arnold,24,2,2nd Place,1,28.0,4,40,0.7,70.0
Rashad Jennings,Emma Slater,24,1,1st Place,1,31.0,4,40,0.775,77.5
Chris Kattan,Witney Carson,24,12,Eliminated Week 2,1,17.0,4,40,0.425,42.5
Erika Jayne,Gleb Savchenko,24,9,Eliminated Week 5,1,24.0,4,40,0.6,60.0
Normani,Valentin Chmerkovskiy,24,3,3rd Place,1,27.0,4,40,0.675,67.5
Nick Viall,Peta Murgatroyd,24,6,Eliminated Week 7,1,24.0,4,40,0.6,60.0
Sasha Pieterse,Gleb Savchenko,25,10,Eliminated Week 5,1,18.0,3,30,0.6,60.0
Frankie Muniz,Witney Carson,25,3,3rd Place,1,19.0,3,30,0.6333,63.33
Jordan Fisher,Lindsay Arnold,25,1,1st Place,1,22.0,3,30,0.7333,73.33
Derek Fisher,Sharna Burgess,25,11,Eliminated Week 4,1,18.0,3,30,0.6,60.0
Nikki Bella,Artem Chigvintsev,25,8,Eliminated Week 7,1,20.0,3,30,0.6667,66.67
Terrell Owens,Cheryl Burke,25,6,Eliminated Week 8,1,15.0,3,30,0.5,50.0
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,1,19.0,3,30,0.6333,63.33
Barbara Corcoran,Keo Motsepe,25,13,Eliminated Week 2,1,14.0,3,30,0.4667,46.67
Lindsey Stirling,Mark Ballas,25,2,2nd Place,1,22.0,3,30,0.7333,73.33
Debbie Gibson,Alan Bersten,25,12,Eliminated Week 2,1,17.0,3,30,0.5667,56.67
Nick Lachey,Peta Murgatroyd,25,9,Eliminated Week 6,1,18.0,3,30,0.6,60.0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,1,16.0,3,30,0.5333,53.33
Vanessa Lachey,Maksim Chmerkoskiy,25,7,Eliminated Week 7,1,21.0,3,30,0.7,70.0
Jamie Anderson,Artem Chigvintsev,26,10,Eliminated Week 1,1,19.0,3,30,0.6333,63.33
Johnny Damon,Emma Slater,26,9,Eliminated Week 1,1,18.0,3,30,0.6,60.0
Kareem Abdul-Jabbar,Lindsay Arnold,26,8,Eliminated Week 2,1,17.0,3,30,0.5667,56.67
Arike Ogunbowale,Gleb Savchenko,26,7,Eliminated Week 2,1,20.0,3,30,0.6667,66.67
Jennie Finch Daigle,Keo Motsepe,26,6,Eliminated Week 3,1,21.0,3,30,0.7,70.0
Chris Mazdzer,Witney Carson,26,5,Eliminated Week 3,1,21.0,3,30,0.7,70.0
Mirai Nagasu,Alan Bersten,26,4,Eliminated Week 3,1,23.0,3,30,0.7667,76.67
Tonya Harding,Sasha Farber,26,3,3rd Place,1,23.0,3,30,0.7667,76.67
Josh Norman,Sharna Burgess,26,2,2nd Place,1,24.0,3,30,0.8,80.0
Adam Rippon,Jenna Johnson,26,1,1st Place,1,24.0,3,30,0.8,80.0
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,1,22.0,3,30,0.7333,73.33
Evanna Lynch,Keo Motsepe,27,3,3rd Place,1,18.0,3,30,0.6,60.0
Nancy McKeon,Valentin Chmerkovskiy,27,11,Eliminated Week 3,1,19.5,3,30,0.65,65.0
John Schneider,Emma Slater,27,8,Eliminated Week 7,1,18.0,3,30,0.6,60.0
Milo Manheim,Witney Carson,27,2,2nd Place,1,20.0,3,30,0.6667,66.67
Danelle Umstead,Artem Chigvintsev,27,12,Eliminated Week 2,1,18.0,3,30,0.6,60.0
Mary Lou Retton,Sasha Farber,27,9,Eliminated Week 6,1,20.0,3,30,0.6667,66.67
DeMarcus Ware,Lindsay Arnold,27,7,Eliminated Week 7,1,23.0,3,30,0.7667,76.67
Nikki Glaser,Gleb Savchenko,27,13,Eliminated Week 1,1,17.5,3,30,0.5833,58.33
Bobby Bones,Sharna Burgess,27,1,1st Place,1,20.0,3,30,0.6667,66.67
Tinashe,Brandon Armstrong,27,10,Eliminated Week 4,1,23.0,3,30,0.7667,76.67
Alexis Ren,Alan Bersten,27,4,4th Place,1,22.0,3,30,0.7333,73.33
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,1,14.0,3,30,0.4667,46.67
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,1,15.0,3,30,0.5,50.0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,1,21.0,3,30,0.7,70.0
Kel Mitchell,Witney Carson,28,2,2nd Place,1,16.0,3,30,0.5333,53.33
Ray Lewis,Cheryl Burke,28,11,Withdrew,1,15.0,3,30,0.5,50.0
Lamar Odom,Peta Murgatroyd,28,10,Eliminated Week 4,1,11.0,3,30,0.3667,36.67
Sailor Brinkley-Cook,Valentin Chmerkovskiy,28,9,Eliminated Week 6,1,18.0,3,30,0.6,60.0
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,1,12.0,3,30,0.4,40.0
Mary Wilson,Brandon Armstrong,28,12,Eliminated Week 2,1,17.0,3,30,0.5667,56.67
Lauren Alaina,Gleb Savchenko,28,4,4th Place,1,19.0,3,30,0.6333,63.33
Ally Brooke,Sasha Farber,28,3,3rd Place,1,16.0,3,30,0.5333,53.33
Karamo Brown,Jenna Johnson,28,8,Eliminated Week 7,1,17.0,3,30,0.5667,56.67
Hannah Brown,Alan Bersten,28,1,1st Place,1,20.0,3,30,0.6667,66.67
Anne Heche,Keo Motsepe,29,13,Eliminated Week 4,1,18.0,3,30,0.6,60.0
Jesse Metcalfe,Sharna Burgess,29,12,Eliminated Week 5,1,18.0,3,30,0.6,60.0
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,1,13.0,3,30,0.4333,43.33
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,1,21.0,3,30,0.7,70.0
Justina Machado,Sasha Farber,29,4,4th Place,1,21.0,3,30,0.7,70.0
Charles Oakley,Emma Slater,29,15,Eliminated Week 2,1,12.0,3,30,0.4,40.0
Veron Davis,Peta Murgatroyd,29,11,Eliminated Week 6,1,17.0,3,30,0.5667,56.67
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,1,18.0,3,30,0.6,60.0
Nev Schulman,Jenna Johnson,29,2,2nd Place,1,20.0,3,30,0.6667,66.67
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,1,18.0,3,30,0.6,60.0
Nelly,Daniella Karagach,29,3,3rd Place,1,16.0,3,30,0.5333,53.33
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,1,20.0,3,30,0.6667,66.67
Carole Baskin,Pasha Pashkov,29,14,Eliminated Week 3,1,11.0,3,30,0.3667,36.67
Monica Aldama,Valentin Chmerkovskiy,29,10,Eliminated Week 7,1,19.0,3,30,0.6333,63.33
Jeannie Mai,Brandon Armstrong,29,9,Withdrew,1,18.0,3,30,0.6,60.0
Martin Kove,Britt Stewart,30,15,Eliminated Week 2,1,13.0,4,40,0.325,32.5
Brian Austin Green,Sharna Burgess,30,13,Eliminated Week 4,1,24.0,4,40,0.6,60.0
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,1,26.0,4,40,0.65,65.0
Matt James,Lindsay Arnold,30,12,Eliminated Week 4,1,24.0,4,40,0.6,60.0
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,Eliminated Week 7,1,24.0,4,40,0.6,60.0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,1,28.0,4,40,0.7,70.0
Iman Shumpert,Daniella Karagach,30,1,1st Place,1,21.0,4,40,0.525,52.5
Cody Rigsby,Cheryl Burke,30,3,3rd Place,1,24.0,4,40,0.6,60.0
Melanie C,Gleb Savchenko,30,11,Eliminated Week 5,1,27.0,4,40,0.675,67.5
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,1,22.0,4,40,0.55,55.0
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,1,25.0,4,40,0.625,62.5
JoJo Siwa,Jenna Johnson,30,2,2nd Place,1,29.0,4,40,0.725,72.5
Christine Chiu,Pasha Pashkov,30,14,Eliminated Week 3,1,25.0,4,40,0.625,62.5
Kenya Moore,Brandon Armstrong,30,10,Eliminated Week 6,1,26.0,4,40,0.65,65.0
Amanda Kloots,Alan Bersten,30,4,4th Place,1,28.0,4,40,0.7,70.0
Jason Lewis,Peta Murgatroyd,31,16,Eliminated Week 1,1,18.0,4,40,0.45,45.0
Cheryl Ladd,Louis van Amstel,31,14,Eliminated Week 3,1,21.0,4,40,0.525,52.5
Selma Blair,Sasha Farber,31,12,Withdrew,1,28.0,4,40,0.7,70.0
Joseph Baena,Daniella Karagach,31,11,Eliminated Week 5,1,23.0,4,40,0.575,57.5
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,1,21.0,4,40,0.525,52.5
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,1,27.0,4,40,0.675,67.5
Wayne Brady,Witney Carson,31,3,3rd Place,1,29.0,4,40,0.725,72.5
Sam Champion,Cheryl Burke,31,13,Eliminated Week 4,1,20.0,4,40,0.5,50.0
Jessie James Decker,Alan Bersten,31,10,Eliminated Week 6,1,20.0,4,40,0.5,50.0
Jordin Sparks,Brandon Armstrong,31,9,Eliminated Week 7,1,26.0,4,40,0.65,65.0
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,1,24.0,4,40,0.6,60.0
Charli D'Amelio,Mark Ballas,31,1,1st Place,1,32.0,4,40,0.8,80.0
Teresa Giudice,Pasha Pashkov,31,15,Eliminated Week 2,1,20.0,4,40,0.5,50.0
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,1,17.0,4,40,0.425,42.5
Shangela,Gleb Savchenko,31,4,4th Place,1,28.0,4,40,0.7,70.0
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,1,28.0,4,40,0.7,70.0
Jamie Lynn Spears,Alan Bersten,32,13,Eliminated Week 2,1,15.0,3,30,0.5,50.0
Mira Sorvino,Gleb Savchenko,32,10,Eliminated Week 5,1,17.0,3,30,0.5667,56.67
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,1,16.0,3,30,0.5333,53.33
Alyson Hannigan,Sasha Farber,32,5,5th Place,1,13.0,3,30,0.4333,43.33
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,1,18.0,3,30,0.6,60.0
Adrian Peterson,Britt Stewart,32,11,Eliminated Week 4,1,18.0,3,30,0.6,60.0
Matt Walsh,Koko Iwasaki,32,14,Eliminated Week 1,1,12.0,3,30,0.4,40.0
Tyson Beckford,Jenna Johnson,32,12,Eliminated Week 3,1,12.0,3,30,0.4,40.0
Jason Mraz,Daniella Karagach,32,2,2nd Place,1,21.0,3,30,0.7,70.0
Lele Pons,Brandon Armstrong,32,8,Eliminated Week 7,1,19.0,3,30,0.6333,63.33
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,1,12.0,3,30,0.4,40.0
Mauricio Umansky,Emma Slater,32,9,Eliminated Week 6,1,15.0,3,30,0.5,50.0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,1,22.0,3,30,0.7333,73.33
Ariana Madix,Pasha Pashkov,32,3,3rd Place,1,21.0,3,30,0.7,70.0
Tori Spelling,Pasha Pashkov,33,12,Eliminated Week 2,1,17.0,3,30,0.5667,56.67
Eric Roberts,Britt Stewart,33,10,Eliminated Week 3,1,15.0,3,30,0.5,50.0
Reginald VelJohnson,Emma Slater,33,10,Eliminated Week 3,1,16.0,3,30,0.5333,53.33
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,1,23.0,3,30,0.7667,76.67
Dwight Howard ,Daniella Karagach,33,6,Eliminated Week 7,1,22.0,3,30,0.7333,73.33
Danny Amendola,Witney Carson,33,5,5th Place,1,20.0,3,30,0.6667,66.67
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,1,21.0,3,30,0.7,70.0
Ilona Maher,Alan Bersten,33,2,2nd Place,1,18.0,3,30,0.6,60.0
Anna Delvey,Ezra Sosa,33,12,Eliminated Week 2,1,18.0,3,30,0.6,60.0
Brooks Nader,Gleb Savchenko,33,9,Eliminated Week 4,1,18.0,3,30,0.6,60.0
Phaedra Parks,Val Chmerkovskiy,33,8,Eliminated Week 5,1,19.0,3,30,0.6333,63.33
Jenn Tran,Sasha Farber,33,7,Eliminated Week 6,1,19.0,3,30,0.6333,63.33
Joey Graziadei,Jenna Johnson,33,1,1st Place,1,21.0,3,30,0.7,70.0
Corey Feldman,Jenna Johnson,34,13,Eliminated Week 2,1,9.0,2,20,0.45,45.0
Danielle Fishel,Pasha Pashkov,34,8,Eliminated Week 8,1,12.0,2,20,0.6,60.0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,1,12.0,2,20,0.6,60.0
Baron Davis,Britt Stewart,34,13,Eliminated Week 2,1,10.0,2,20,0.5,50.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,1,10.0,2,20,0.5,50.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,1,9.0,2,20,0.45,45.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,1,15.0,2,20,0.75,75.0
Hilaria Baldwin,Gleb Savchenko,34,11,Eliminated Week 4,1,14.0,2,20,0.7,70.0
Lauren Jauregui,Brandon Armstrong,34,12,Eliminated Week 3,1,13.0,2,20,0.65,65.0
Scott Hoying,Rylee Arnold,34,10,Eliminated Week 6,1,10.0,2,20,0.5,50.0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,1,13.0,2,20,0.65,65.0
Jen Affleck,Jan Ravnik,34,9,Eliminated Week 7,1,12.0,2,20,0.6,60.0
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,1,15.0,2,20,0.75,75.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,1,10.0,2,20,0.5,50.0
John O'Hurley,Charlotte Jorgensen,1,2,2nd Place,2,26.0,3,30,0.8667,86.67
Kelly Monaco,Alec Mazo,1,1,1st Place,2,17.0,3,30,0.5667,56.67
Evander Holyfield,Edyta Sliwinska,1,5,Eliminated Week 3,2,14.0,3,30,0.4667,46.67
Rachel Hunter,Jonathan Roberts,1,4,Eliminated Week 4,2,24.0,3,30,0.8,80.0
Joey McIntyre,Ashly DelGrosso,1,3,3rd Place,2,21.0,3,30,0.7,70.0
Trista Sutter,Louis van Amstel,1,6,Eliminated Week 2,2,19.0,3,30,0.6333,63.33
Tatum O'Neal,Nick Kosovich,2,9,Eliminated Week 2,2,17.0,3,30,0.5667,56.67
Tia Carrere,Maksim Chmerkoskiy,2,6,Eliminated Week 5,2,22.0,3,30,0.7333,73.33
George Hamilton,Edyta Sliwinska,2,5,Eliminated Week 6,2,22.0,3,30,0.7333,73.33
Lisa Rinna,Louis van Amstel,2,4,Eliminated Week 7,2,20.0,3,30,0.6667,66.67
Stacy Keibler,Tony Dovolani,2,3,3rd Place,2,29.0,3,30,0.9667,96.67
Jerry Rice,Anna Trebunskaya,2,2,2nd Place,2,23.0,3,30,0.7667,76.67
Giselle Fernandez,Jonathan Roberts,2,8,Eliminated Week 3,2,24.0,3,30,0.8,80.0
Master P,Ashly DelGrosso,2,7,Eliminated Week 4,2,16.0,3,30,0.5333,53.33
Drew Lachey,Cheryl Burke,2,1,1st Place,2,27.0,3,30,0.9,90.0
Harry Hamlin,Ashly DelGrosso,3,9,Eliminated Week 3,2,21.0,3,30,0.7,70.0
Vivica A. Fox,Nick Kosovich,3,8,Eliminated Week 4,2,24.0,3,30,0.8,80.0
Monique Coleman,Louis van Amstel,3,4,Eliminated Week 8,2,26.0,3,30,0.8667,86.67
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,2,29.0,3,30,0.9667,96.67
Mario Lopez,Karina Smirnoff,3,2,2nd Place,2,21.0,3,30,0.7,70.0
Emmitt Smith,Cheryl Burke,3,1,1st Place,2,24.0,3,30,0.8,80.0
Shanna Moakler,Jesse DeSoto,3,10,Eliminated Week 2,2,22.0,3,30,0.7333,73.33
Willa Ford,Maksim Chmerkoskiy,3,7,Eliminated Week 5,2,23.0,3,30,0.7667,76.67
Sara Evans,Tony Dovolani,3,6,Withdrew,2,21.0,3,30,0.7,70.0
Jerry Springer,Kym Johnson,3,5,Eliminated Week 7,2,19.0,3,30,0.6333,63.33
John Ratzenberger,Edyta Sliwinska,4,6,Eliminated Week 7,2,21.0,3,30,0.7,70.0
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,2,22.0,3,30,0.7333,73.33
Clyde Drexler,Elena Grinenko,4,8,Eliminated Week 5,2,18.0,3,30,0.6,60.0
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,2,27.0,3,30,0.9,90.0
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,2,26.0,3,30,0.8667,86.67
Shandi Finnessey,Brian Fortuna,4,10,Eliminated Week 3,2,20.0,3,30,0.6667,66.67
Paulina Porizkova,Alec Mazo,4,11,Eliminated Week 2,2,21.0,3,30,0.7,70.0
Heather Mills,Jonathan Roberts,4,7,Eliminated Week 6,2,24.0,3,30,0.8,80.0
Billy Ray Cyrus,Karina Smirnoff,4,5,Eliminated Week 8,2,21.0,3,30,0.7,70.0
Joey Fatone,Kym Johnson,4,2,2nd Place,2,24.0,3,30,0.8,80.0
Leeza Gibbons,Tony Dovolani,4,9,Eliminated Week 4,2,21.0,3,30,0.7,70.0
Cameron Mathison,Edyta Sliwinska,5,5,Eliminated Week 8,2,21.0,3,30,0.7,70.0
Jane Seymour,Tony Dovolani,5,6,Eliminated Week 7,2,21.0,3,30,0.7,70.0
Sabrina Bryan,Mark Ballas,5,7,Eliminated Week 6,2,26.0,3,30,0.8667,86.67
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,2,21.0,3,30,0.7,70.0
Floyd Mayweather Jr. ,Karina Smirnoff,5,9,Eliminated Week 4,2,21.0,3,30,0.7,70.0
Albert Reed,Anna Trebunskaya,5,11,Eliminated Week 2,2,21.0,3,30,0.7,70.0
Helio Castroneves,Julianne Hough,5,1,1st Place,2,27.0,3,30,0.9,90.0
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,2,23.0,3,30,0.7667,76.67
Wayne Newton,Cheryl Burke,5,10,Eliminated Week 3,2,15.0,3,30,0.5,50.0
Marie Osmond,Jonathan Roberts,5,3,3rd Place,2,24.0,3,30,0.8,80.0
Mark Cuban,Kym Johnson,5,8,Eliminated Week 5,2,18.0,3,30,0.6,60.0
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,2,20.0,3,30,0.6667,66.67
Steve Guttenberg,Anna Trebunskaya,6,10,Eliminated Week 3,2,16.0,3,30,0.5333,53.33
Priscilla Presley,Louis van Amstel,6,8,Eliminated Week 5,2,21.0,3,30,0.7,70.0
Marlee Matlin,Fabian Sanchez,6,7,Eliminated Week 6,2,24.0,3,30,0.8,80.0
Shannon Elizabeth,Derek Hough,6,6,Eliminated Week 7,2,24.0,3,30,0.8,80.0
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,2,21.0,3,30,0.7,70.0
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,2,27.0,3,30,0.9,90.0
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,2,27.0,3,30,0.9,90.0
Monica Seles,Jonathan Roberts,6,11,Eliminated Week 2,2,15.0,3,30,0.5,50.0
Penn Jillette,Kym Johnson,6,12,Eliminated Week 2,2,17.0,3,30,0.5667,56.67
Adam Carolla,Julianne Hough,6,9,Eliminated Week 4,2,19.0,3,30,0.6333,63.33
Mario,Karina Smirnoff,6,5,Eliminated Week 8,2,26.0,3,30,0.8667,86.67
Cloris Leachman,Corky Ballas,7,7,Eliminated Week 6,2,15.0,3,30,0.5,50.0
Susan Lucci,Tony Dovolani,7,6,Eliminated Week 7,2,21.0,3,30,0.7,70.0
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,2,21.0,3,30,0.7,70.0
Misty May-Treanor,Maksim Chmerkoskiy,7,10,Withdrew,2,21.0,3,30,0.7,70.0
Maurice Greene,Cheryl Burke,7,5,Eliminated Week 8,2,19.0,3,30,0.6333,63.33
Warren Sapp,Kym Johnson,7,2,2nd Place,2,24.0,3,30,0.8,80.0
Toni Braxton,Alec Mazo,7,8,Eliminated Week 5,2,23.0,3,30,0.7667,76.67
Lance Bass,Lacey Schwimmer,7,3,3rd Place,2,20.0,3,30,0.6667,66.67
Kim Kardashian,Mark Ballas,7,11,Eliminated Week 2,2,17.0,3,30,0.5667,56.67
Rocco DiSpirito,Karina Smirnoff,7,9,Eliminated Week 4,2,16.0,3,30,0.5333,53.33
Brooke Burke,Derek Hough,7,1,1st Place,2,24.0,3,30,0.8,80.0
Gilles Marini,Cheryl Burke,8,2,2nd Place,2,27.0,3,30,0.9,90.0
Denise Richards,Maksim Chmerkoskiy,8,12,Eliminated Week 3,2,21.0,3,30,0.7,70.0
David Alan Grier,Kym Johnson,8,9,Eliminated Week 5,2,17.0,3,30,0.5667,56.67
Lawrence Taylor,Edyta Sliwinska,8,7,Eliminated Week 7,2,20.0,3,30,0.6667,66.67
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,2,20.0,3,30,0.6667,66.67
Shawn Johnson,Mark Ballas,8,1,1st Place,2,24.0,3,30,0.8,80.0
Steve Wozniak,Karina Smirnoff,8,10,Eliminated Week 4,2,17.0,3,30,0.5667,56.67
Belinda Carlisle,Jonathan Roberts,8,13,Eliminated Week 2,2,18.0,3,30,0.6,60.0
Chuck Wicks,Julianne Hough,8,6,Eliminated Week 8,2,20.0,3,30,0.6667,66.67
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,2,23.0,3,30,0.7667,76.67
Steve-O,Lacey Schwimmer,8,8,Eliminated Week 6,2,14.0,3,30,0.4667,46.67
Holly Madison,Dmitry Chaplin,8,11,Eliminated Week 4,2,18.0,3,30,0.6,60.0
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,2,26.0,3,30,0.8667,86.67
Debi Mazar,Maksim Chmerkoskiy,9,12,Eliminated Week 3,2,21.0,3,30,0.7,70.0
Melissa Joan Hart,Mark Ballas,9,9,Eliminated Week 6,2,19.0,3,30,0.6333,63.33
Mark Dacascos,Lacey Schwimmer,9,6,Eliminated Week 7,2,21.0,3,30,0.7,70.0
Chuck Liddell,Anna Trebunskaya,9,11,Eliminated Week 4,2,19.0,3,30,0.6333,63.33
Natalie Coughlin,Alec Mazo,9,10,Eliminated Week 5,2,21.0,3,30,0.7,70.0
Louie Vito,Chelsie Hightower,9,8,Eliminated Week 6,2,19.0,3,30,0.6333,63.33
Michael Irvin,Anna Demidova,9,7,Eliminated Week 7,2,20.0,3,30,0.6667,66.67
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,2,20.0,3,30,0.6667,66.67
Kathy Ireland,Tony Dovolani,9,14,Eliminated Week 2,2,18.0,3,30,0.6,60.0
Tom DeLay,Cheryl Burke,9,13,Withdrew,2,18.0,3,30,0.6,60.0
Aaron Carter,Karina Smirnoff,9,5,Eliminated Week 8,2,27.0,3,30,0.9,90.0
Mya,Dmitry Chaplin,9,2,2nd Place,2,27.0,3,30,0.9,90.0
Donny Osmond,Kym Johnson,9,1,1st Place,2,25.0,3,30,0.8333,83.33
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,2,19.0,3,30,0.6333,63.33
Aiden Turner,Edyta Sliwinska,10,9,Eliminated Week 4,2,19.0,3,30,0.6333,63.33
Shannen Doherty,Mark Ballas,10,11,Eliminated Week 2,2,20.0,3,30,0.6667,66.67
Niecy Nash,Louis van Amstel,10,5,Eliminated Week 8,2,21.0,3,30,0.7,70.0
Buzz Aldrin,Ashly DelGrosso,10,10,Eliminated Week 3,2,12.0,3,30,0.4,40.0
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,2,16.0,3,30,0.5333,53.33
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,2,24.0,3,30,0.8,80.0
Pamela Anderson,Damian Whitewood,10,6,Eliminated Week 7,2,22.0,3,30,0.7333,73.33
Nicole Scherzinger,Derek Hough,10,1,1st Place,2,28.0,3,30,0.9333,93.33
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,2,23.0,3,30,0.7667,76.67
Kate Gosselin,Tony Dovolani,10,8,Eliminated Week 5,2,15.0,3,30,0.5,50.0
Jake Pavelka,Chelsie Hightower,10,7,Eliminated Week 6,2,20.0,3,30,0.6667,66.67
Florence Henderson,Corky Ballas,11,8,Eliminated Week 5,2,19.0,3,30,0.6333,63.33
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,2,22.0,3,30,0.7333,73.33
Jennifer Grey,Derek Hough,11,1,1st Place,2,24.0,3,30,0.8,80.0
Rick Fox,Cheryl Burke,11,6,Eliminated Week 7,2,21.0,3,30,0.7,70.0
Kurt Warner,Anna Trebunskaya,11,5,Eliminated Week 8,2,21.0,3,30,0.7,70.0
Margaret Cho,Louis van Amstel,11,10,Eliminated Week 3,2,18.0,3,30,0.6,60.0
Michael Bolton,Chelsie Hightower,11,11,Eliminated Week 2,2,12.0,3,30,0.4,40.0
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,2,21.0,3,30,0.7,70.0
The Situation,Karina Smirnoff,11,9,Eliminated Week 4,2,18.0,3,30,0.6,60.0
Audrina Patridge,Tony Dovolani,11,7,Eliminated Week 6,2,23.0,3,30,0.7667,76.67
Bristol Palin,Mark Ballas,11,3,3rd Place,2,22.0,3,30,0.7333,73.33
Ralph Macchio,Karina Smirnoff,12,4,Eliminated Week 9,2,21.0,3,30,0.7,70.0
Chelsea Kane,Mark Ballas,12,3,3rd Place,2,18.0,3,30,0.6,60.0
Kirstie Alley,Maksim Chmerkoskiy,12,2,2nd Place,2,20.0,3,30,0.6667,66.67
Hines Ward,Kym Johnson,12,1,1st Place,2,23.0,3,30,0.7667,76.67
Sugar Ray Leonard,Anna Trebunskaya,12,9,Eliminated Week 4,2,17.0,3,30,0.5667,56.67
Chris Jericho,Cheryl Burke,12,7,Eliminated Week 6,2,23.0,3,30,0.7667,76.67
Petra Nemcova,Dmitry Chaplin,12,8,Eliminated Week 5,2,18.0,3,30,0.6,60.0
Mike Catherwood,Lacey Schwimmer,12,11,Eliminated Week 2,2,17.0,3,30,0.5667,56.67
Romeo,Chelsie Hightower,12,5,Eliminated Week 8,2,23.0,3,30,0.7667,76.67
Wendy Williams,Tony Dovolani,12,10,Eliminated Week 3,2,17.0,3,30,0.5667,56.67
Kendra Wilkinson,Louis van Amstel,12,6,Eliminated Week 7,2,19.0,3,30,0.6333,63.33
Elisabetta Canalis,Valentin Chmerkovskiy,13,11,Eliminated Week 2,2,21.0,3,30,0.7,70.0
David Arquette,Kym Johnson,13,6,Eliminated Week 7,2,18.0,3,30,0.6,60.0
Ricki Lake,Derek Hough,13,3,3rd Place,2,23.0,3,30,0.7667,76.67
J.R. Martinez,Karina Smirnoff,13,1,1st Place,2,22.0,3,30,0.7333,73.33
Hope Solo,Maksim Chmerkoskiy,13,4,Eliminated Week 9,2,19.0,3,30,0.6333,63.33
Chynna Phillips,Tony Dovolani,13,9,Eliminated Week 4,2,21.0,3,30,0.7,70.0
Kristin Cavallari,Mark Ballas,13,10,Eliminated Week 3,2,22.0,3,30,0.7333,73.33
Carson Kressley,Anna Trebunskaya,13,8,Eliminated Week 5,2,18.0,3,30,0.6,60.0
Chaz Bono,Lacey Schwimmer,13,7,Eliminated Week 6,2,17.0,3,30,0.5667,56.67
Nancy Grace,Tristan MacManus,13,5,Eliminated Week 8,2,21.0,3,30,0.7,70.0
Rob Kardashian,Cheryl Burke,13,2,2nd Place,2,21.0,3,30,0.7,70.0
